google_index,page_rank,domain_age,nb_hyperlinks,nb_qm,domain_in_title,nb_eq,length_hostname,longest_word_path,tld_in_subdomain,ratio_digits_host,nb_www,ip,shortest_word_host,ratio_digits_url,nb_slash,length_url,longest_words_raw,prefix_suffix,nb_dots,phish_hints,ratio_extHyperlinks,status
1,0,152,81,0,1,0,27,32,0,0.0,1,1,3,0.2906976739999999,4,86,32,0,3,0,0.148148148,1
1,4,8018,11,1,1,4,34,33,0,0.0,0,1,2,0.1836734689999999,7,294,33,1,3,0,0.727272727,1
0,4,3154,30,0,0,0,18,0,0,0.0,1,0,3,0.0,3,26,8,0,3,0,0.566666667,0
0,4,8685,66,0,1,0,19,11,0,0.0,1,0,3,0.0,5,58,11,0,3,0,0.015151515,0
0,2,7682,596,0,0,0,15,0,0,0.0,0,0,11,0.0,3,23,11,0,1,0,0.347315436,1
1,0,3992,51,1,1,3,42,17,1,0.0,0,1,3,0.163793103,4,116,17,0,4,0,0.0,1
1,0,-1,4,1,1,3,14,11,0,0.0,0,0,7,0.0,4,100,11,0,3,0,0.75,1
1,0,-2,3,0,1,0,35,8,0,0.0,0,0,6,0.0845070419999999,5,71,12,1,2,0,0.0,1
1,0,-1,13,0,1,0,17,2,0,0.0,1,0,3,0.0,4,29,9,0,2,0,0.307692308,1
1,2,-2,13,0,1,0,18,7,0,0.0,0,0,11,0.0,5,60,11,0,4,1,0.538461538,1
0,3,4887,29,0,1,0,25,6,0,0.0,1,0,3,0.0,3,55,7,0,3,0,0.275862069,0
1,2,-1,15,0,1,0,11,11,0,0.0,0,0,5,0.089552239,8,67,11,0,3,1,0.333333333,1
0,5,7389,31,0,0,0,17,0,0,0.0,1,0,3,0.0,3,26,9,0,2,0,0.516129032,0
1,5,5882,123,0,0,0,22,28,0,0.0,1,0,3,0.0,9,155,28,0,3,1,0.471544715,0
1,4,3698,74,0,1,0,25,0,0,0.36,0,1,2,0.272727273,3,33,11,0,3,1,0.0,1
0,5,7501,6,0,1,0,14,13,0,0.0,1,0,3,0.042553191,5,47,13,0,3,0,0.166666667,0
1,0,5849,0,1,1,1,15,32,0,0.0,1,1,3,0.246575342,4,73,32,0,2,0,0.0,1
1,0,-1,0,0,1,0,18,5,0,0.0,0,0,11,0.0,3,31,11,0,2,0,0.0,1
1,4,4655,128,0,1,0,17,8,0,0.0,1,0,3,0.0350877189999999,4,57,9,0,2,1,0.5,0
0,3,6314,8,0,1,0,29,0,0,0.0,1,0,3,0.0,3,38,21,0,2,0,0.125,0
0,3,-1,59,0,0,0,17,0,0,0.0,1,0,3,0.0,3,25,7,0,3,0,0.627118644,0
1,1,7253,12,0,1,0,10,0,0,0.0,0,0,3,0.0,2,17,3,0,2,0,1.0,1
1,2,190,0,0,1,0,30,0,0,0.133333333,0,0,6,0.102564103,3,39,9,1,2,0,0.0,1
0,3,5737,40,0,0,0,14,0,0,0.0,1,0,3,0.0,3,23,7,0,2,0,0.3,0
0,4,2770,32,0,1,0,24,8,0,0.0,0,0,20,0.0,4,47,20,1,1,0,0.40625,0
0,3,5731,164,0,0,0,14,0,0,0.0,1,0,3,0.0,3,23,7,0,2,0,0.146341463,0
0,2,1813,215,0,1,0,22,0,0,0.045454545,1,0,3,0.032258065,3,31,14,0,2,0,0.288372093,0
1,0,1613,0,0,1,0,13,7,0,0.0,0,0,3,0.0,5,49,7,1,2,2,0.0,1
0,5,9958,322,0,0,0,17,6,0,0.0,1,0,3,0.0,5,48,9,0,3,0,0.065217391,0
0,5,7298,156,0,1,0,21,0,0,0.0,0,0,3,0.0,2,28,8,0,2,0,0.884615385,0
0,6,11046,53,0,0,0,14,12,0,0.0,0,0,4,0.079365079,3,63,12,0,3,0,0.283018868,0
0,1,2571,0,0,1,0,19,0,0,0.0,0,0,12,0.0,2,26,12,0,2,0,0.0,0
1,0,4003,4,0,1,0,42,15,1,0.0,0,1,3,0.161764706,4,68,15,0,4,0,0.0,1
1,0,3993,51,1,1,3,50,17,1,0.0,0,1,3,0.140625,5,128,17,1,4,0,0.0,1
1,4,1867,29,0,1,0,15,8,0,0.0,1,0,3,0.0,4,57,8,0,2,0,0.172413793,0
1,1,3157,1,1,1,2,38,15,0,0.0,0,0,3,0.006329114,8,158,16,0,4,2,0.0,1
0,3,-1,18,0,0,0,11,0,0,0.090909091,0,0,4,0.055555556,2,18,4,0,2,0,0.0,0
1,5,7295,14,0,1,0,31,0,0,0.0,0,0,8,0.0,2,38,18,0,2,0,0.928571429,1
1,0,6831,103,0,1,0,33,17,0,0.03030303,1,0,3,0.033898305,4,59,17,0,2,0,0.067961165,1
0,4,-1,170,0,1,0,20,0,0,0.0,1,0,3,0.0,3,29,13,0,2,0,0.1235294119999999,0
0,5,7618,70,0,1,0,21,10,0,0.0,0,0,6,0.0,4,70,10,0,2,0,0.371428571,0
0,4,6989,111,0,1,0,27,10,0,0.0,1,0,3,0.0,3,46,19,0,2,0,0.027027027,0
1,1,3157,0,0,1,0,20,32,0,0.0,1,1,3,0.442622951,4,61,32,0,2,0,0.0,1
1,4,8019,26,1,1,1,33,35,1,0.0,0,0,2,0.03875969,7,129,35,1,2,0,0.884615385,1
1,5,5614,21,0,1,0,38,0,0,0.0,0,0,1,0.0,3,47,7,0,4,0,0.80952381,1
1,3,6392,17,0,1,0,11,6,0,0.0,0,0,7,0.019607843,6,51,7,0,2,1,0.0,1
1,0,345,61,0,1,0,23,8,0,0.0,1,0,3,0.0,7,60,15,1,2,3,0.950819672,1
0,4,5554,165,0,0,0,16,0,0,0.0,0,0,12,0.0,3,25,12,0,1,0,0.03030303,0
1,0,5513,0,0,1,0,17,8,0,0.0,0,0,2,0.0,4,43,8,1,3,0,0.0,1
0,5,6680,139,0,1,0,26,10,0,0.0,1,0,3,0.0,4,52,18,0,2,0,0.18705036,0
0,2,7030,45,0,1,0,20,0,0,0.0,1,0,3,0.0,3,28,12,0,2,0,0.2444444439999999,0
0,6,-1,0,0,1,0,11,27,0,0.0,1,0,3,0.0,7,133,27,0,3,1,0.0,0
1,4,6416,61,0,1,0,17,9,0,0.0,1,0,3,0.035714286,7,84,9,1,3,0,0.06557377,0
1,2,-1,0,0,1,0,20,59,0,0.65,0,1,2,0.28125,4,96,59,0,4,0,0.0,1
1,2,733,0,0,1,0,22,8,0,0.0,1,0,3,0.0,5,57,14,1,3,3,0.0,1
1,6,1336,8,0,0,0,20,0,0,0.15,0,0,5,0.1034482759999999,3,29,11,0,2,0,0.0,1
1,2,2058,42,0,1,0,26,10,0,0.0,1,0,3,0.042735043,11,117,18,1,2,4,0.19047619,1
0,2,984,58,0,0,0,13,0,0,0.0,0,0,1,0.0,2,20,6,0,2,0,0.068965517,1
1,0,-1,38,2,1,5,6,12,0,0.166666667,1,1,3,0.075471698,9,159,12,0,6,2,0.578947368,1
1,6,9227,302,0,0,0,13,12,0,0.0,1,0,3,0.092592593,6,54,12,0,2,0,0.089403974,0
1,4,4564,14,1,1,3,13,12,0,0.0,1,0,3,0.205263158,7,190,12,0,5,0,0.214285714,1
1,5,7298,39,0,1,0,43,7,0,0.069767442,0,0,8,0.126315789,5,95,30,0,3,0,0.8205128209999999,1
0,6,-1,33,0,0,0,16,0,0,0.0,1,0,3,0.0,3,25,9,0,2,0,0.333333333,0
1,5,12795,6,0,1,0,18,7,0,0.0,1,0,2,0.14084507,7,71,7,0,4,0,0.0,0
1,5,7295,14,0,1,0,21,0,0,0.047619048,0,0,8,0.035714286,2,28,8,0,2,0,0.928571429,1
0,2,3086,68,0,1,0,17,0,0,0.0,0,0,11,0.0,2,24,11,0,2,0,0.220588235,0
0,4,-1,66,0,0,0,18,10,0,0.0,1,0,3,0.0,3,42,10,0,4,0,0.287878788,0
1,2,8584,12,0,1,0,11,5,0,0.0,0,0,7,0.0,7,67,7,0,3,1,0.083333333,1
1,1,724,4,1,1,2,37,32,1,0.108108108,0,1,2,0.201754386,4,114,32,1,7,1,0.0,1
1,8,10674,66,0,0,0,18,8,0,0.0,0,0,4,0.111111111,5,54,9,1,3,0,0.0606060609999999,0
0,4,5064,149,0,0,0,17,0,0,0.0,1,0,3,0.0,3,26,9,0,2,0,0.2013422819999999,0
0,4,7724,249,0,1,0,25,0,0,0.0,0,0,9,0.0,3,33,11,0,2,0,0.21686747,0
0,3,1918,57,0,1,0,24,0,0,0.0,1,0,3,0.0,3,33,16,0,2,0,0.3684210529999999,0
0,3,4785,33,0,1,0,25,9,0,0.04,1,0,3,0.015384615,4,65,17,1,3,0,0.0,0
1,0,302,30,0,1,0,16,5,0,0.0,1,0,3,0.027027027,5,37,9,0,3,0,0.166666667,1
1,4,7233,168,0,1,0,20,2,0,0.0,1,0,3,0.0,4,35,12,1,2,0,0.321428571,0
1,3,3792,0,0,1,0,26,5,0,0.0,0,0,7,0.0,3,39,12,0,3,1,0.0,1
0,5,-1,92,0,0,0,21,0,0,0.0,1,0,3,0.0,2,29,14,0,2,0,0.456521739,0
1,3,7157,63,0,1,0,14,6,0,0.0,0,0,2,0.139534884,5,43,8,0,3,0,0.063492063,0
1,0,1818,0,0,1,0,17,8,0,0.0,0,0,11,0.0,4,45,11,0,3,0,0.0,1
0,6,8052,51,0,0,0,18,10,0,0.0,1,0,3,0.0,3,51,10,0,3,0,0.019607843,0
1,6,9226,501,0,0,0,13,7,0,0.0,1,0,3,0.0,4,44,7,0,2,1,0.053892216,0
0,2,1903,486,0,1,0,19,0,0,0.0,1,0,3,0.0,3,28,11,0,2,0,0.485596708,0
0,8,5226,210,0,1,0,18,13,0,0.0,1,0,3,0.0,4,52,13,0,2,0,0.30952381,0
0,7,8430,74,0,1,0,15,0,0,0.0,1,0,3,0.0,3,23,7,0,2,0,0.72972973,0
0,3,-1,137,0,1,0,18,0,0,0.0,1,0,3,0.0,3,27,10,0,2,0,0.124087591,0
0,1,1899,41,1,1,1,13,6,0,0.0,0,0,9,0.047619048,4,42,9,0,2,1,0.1707317069999999,1
0,4,2610,49,0,1,0,23,0,0,0.0,1,0,3,0.0,3,31,15,0,2,0,0.3061224489999999,0
0,2,4231,13,0,1,0,17,0,0,0.0,1,0,3,0.0,3,25,5,1,2,0,0.7692307690000001,0
0,5,8219,137,0,0,0,20,10,0,0.0,1,0,3,0.0,6,125,12,0,2,0,0.0510948909999999,0
1,0,2418,3,0,1,0,12,6,0,0.0,0,0,6,0.022222222,5,45,6,1,3,2,1.0,1
0,5,4441,67,0,0,0,17,0,0,0.0,1,0,3,0.0,3,26,9,0,2,0,0.014925373,0
1,0,17,26,0,1,0,22,7,0,0.0,0,0,5,0.022222222,5,45,9,0,3,0,0.576923077,1
1,0,3233,5,0,1,0,43,0,1,0.23255814,0,1,3,0.196078431,3,51,13,0,3,0,0.6,1
1,3,5152,4,0,1,0,19,9,0,0.0,0,0,4,0.0,6,53,9,0,3,0,0.0,1
1,5,7295,14,0,1,0,23,0,0,0.130434783,0,0,8,0.1,2,30,10,0,2,0,0.928571429,1
0,10,8520,53,0,1,0,16,11,0,0.0,1,0,3,0.0,3,36,11,0,2,0,0.377358491,0
1,3,-1,0,0,1,0,18,10,0,0.277777778,0,0,2,0.090909091,5,55,12,0,3,0,0.0,1
1,4,3715,168,0,1,0,19,8,0,0.0,0,0,15,0.0,4,58,15,0,1,1,0.18452381,0
0,4,3864,59,0,1,0,22,11,0,0.0,1,0,3,0.0,5,56,14,0,3,0,0.101694915,0
1,0,-1,0,0,1,0,15,0,0,0.0,0,0,12,0.0,3,23,12,0,1,0,0.0,1
1,0,602,0,0,1,0,20,13,0,0.0,0,0,4,0.1785714289999999,4,56,13,0,2,0,0.0,1
0,6,9203,112,0,0,0,18,10,0,0.0,1,0,3,0.0,4,43,10,0,2,0,0.151785714,0
0,1,1703,716,0,1,0,16,2,0,0.0,1,0,3,0.0,4,27,8,0,2,0,0.339385475,0
1,1,1479,22,0,1,0,18,4,0,0.0,1,0,3,0.0,5,34,10,0,2,0,0.181818182,1
1,0,5941,1,0,1,0,15,7,0,0.0,0,0,8,0.0,4,42,8,0,3,0,0.0,1
1,0,-1,4,0,1,0,15,0,0,0.0,0,0,4,0.0,2,23,6,0,1,0,0.0,1
1,0,-1,60,0,1,0,36,15,0,0.0,0,1,4,0.130434783,4,69,15,0,4,0,0.05,1
1,1,7253,12,0,1,0,15,0,0,0.0,0,0,3,0.0,2,22,8,0,2,0,1.0,1
0,7,10316,218,0,0,0,15,8,0,0.0,1,0,3,0.092307692,5,65,8,0,3,0,0.155963303,0
1,0,3934,0,0,1,0,23,5,0,0.0,0,0,2,0.0,4,37,16,1,1,0,0.0,1
1,6,1337,8,0,0,0,24,6,0,0.125,0,0,9,0.093023256,3,43,11,0,3,0,0.0,1
0,2,2221,11,0,1,0,18,0,0,0.0,1,0,3,0.0,3,26,10,0,2,0,0.272727273,0
0,4,-1,190,0,0,0,16,11,0,0.0,1,0,3,0.0,4,62,11,1,3,1,0.031578947,0
0,2,3544,299,0,1,0,20,0,0,0.0,1,0,3,0.0,3,28,12,0,2,0,0.173913043,0
1,0,1656,51,1,1,1,61,32,0,0.37704918,0,1,4,0.3492063489999999,3,126,32,0,3,0,0.411764706,1
1,0,2335,0,1,1,1,16,20,0,0.0,0,0,13,0.0,7,98,20,1,3,4,0.0,1
1,2,767,0,0,1,0,21,8,0,0.0,1,0,3,0.0,5,47,13,1,2,2,0.0,1
0,4,6743,32,0,1,0,19,7,0,0.0,1,0,3,0.0,4,35,11,0,2,0,0.28125,0
0,1,-1,22,0,1,0,16,0,0,0.0,0,0,13,0.0,3,25,13,0,1,0,0.409090909,0
0,7,8759,0,0,1,0,20,10,0,0.0,0,0,5,0.08988764,9,89,10,1,4,0,0.0,0
1,0,895,1,0,1,0,14,4,0,0.0,0,0,11,0.0,4,27,11,0,1,0,1.0,1
0,4,8884,302,0,0,0,17,0,0,0.0,1,0,3,0.0,3,26,9,0,2,0,0.07615894,0
1,1,4396,32,0,1,0,20,7,0,0.0,1,0,3,0.0,5,52,12,0,3,0,0.875,1
1,1,750,7,0,1,0,19,7,0,0.0,1,0,3,0.0,7,69,11,1,3,3,0.142857143,1
0,4,4329,122,0,0,0,16,0,0,0.0,0,0,8,0.0,2,23,8,0,2,0,0.0491803279999999,0
1,0,5972,0,0,1,0,21,7,0,0.0,1,0,3,0.056603774,6,53,13,0,2,0,0.0,1
0,0,-1,11,0,1,0,21,7,0,0.0,1,0,3,0.0,9,69,13,0,3,2,0.0,1
1,0,2,7,0,1,0,14,8,0,0.0,1,0,3,0.0,4,34,8,1,1,0,0.142857143,1
0,7,7133,175,0,0,0,16,10,0,0.0,0,0,2,0.0,4,50,10,0,2,0,0.097142857,0
1,4,8019,26,1,1,1,29,46,0,0.0,0,0,2,0.095238095,6,105,46,1,2,2,0.884615385,1
0,5,9047,42,0,0,0,17,0,0,0.0,1,0,3,0.0,3,26,9,0,2,0,0.214285714,0
1,1,-1,0,0,1,0,16,7,0,0.0,0,0,5,0.0,5,43,7,1,1,2,0.0,1
1,1,7062,103,0,1,0,30,13,0,0.066666667,0,0,5,0.036363636,4,55,13,1,3,1,0.067961165,1
1,0,5,27,0,1,0,14,0,0,0.0,0,0,4,0.0,3,22,5,1,1,0,0.0,1
1,0,520,61,0,1,1,24,24,0,0.0,0,1,9,0.219512195,4,82,24,1,3,2,0.918032787,1
1,2,7816,5,1,1,2,14,64,0,0.0,0,1,10,0.237903226,6,248,64,0,2,2,0.0,1
1,7,9285,301,0,0,0,15,8,0,0.0,1,0,3,0.040816327,5,49,8,0,2,0,0.249169435,0
1,5,7295,10,0,1,0,22,0,0,0.090909091,0,0,8,0.066666667,2,30,9,0,2,0,0.9,1
1,0,-1,28,0,1,0,16,4,0,0.0,0,0,9,0.0,4,30,9,0,2,0,0.035714286,1
0,3,2613,277,0,1,0,21,0,0,0.0,1,0,3,0.0,3,30,13,0,2,0,0.032490975,0
0,5,9076,205,0,1,0,15,0,0,0.0,1,0,3,0.0,3,24,7,0,2,0,0.058536585,0
0,2,2054,30,0,0,0,20,0,0,0.0,1,0,3,0.0,3,29,12,0,2,0,0.1,0
1,0,3992,51,1,1,3,50,17,1,0.0,0,1,3,0.14516129,4,124,17,1,4,0,0.0,1
1,0,-1,8,1,1,7,17,13,0,0.0,0,0,10,0.115702479,5,121,13,0,3,1,0.0,1
1,2,2300,22,0,1,0,26,7,0,0.0,1,0,3,0.092307692,8,65,10,1,2,2,0.454545455,1
1,2,804,23,0,1,0,33,0,0,0.151515152,0,0,6,0.12195122,3,41,7,0,2,0,0.0,1
1,7,11555,67,0,0,0,14,10,0,0.0,1,0,3,0.0,5,71,10,1,3,0,0.059701493,0
1,5,5613,19,0,1,0,28,6,0,0.0,0,0,1,0.0625,3,48,11,0,5,0,0.3684210529999999,1
1,5,6060,20,0,1,0,16,19,0,0.0,1,0,3,0.0,4,49,19,0,2,0,0.25,0
0,0,1891,19,0,1,0,13,7,0,0.0,0,0,10,0.0,6,74,10,0,1,0,0.578947368,0
1,0,643,17,1,1,0,14,5,0,0.0,0,0,10,0.0,6,49,10,0,2,1,0.0,1
1,4,7847,0,0,1,0,27,4,0,0.185185185,0,0,2,0.11627907,3,43,10,0,4,0,0.0,1
0,3,-1,49,0,0,0,14,0,0,0.0,1,0,3,0.0,3,23,6,0,2,0,0.142857143,0
0,5,8768,76,0,1,0,25,0,0,0.0,1,0,3,0.0,3,34,17,0,2,0,0.552631579,0
0,5,8056,37,0,1,0,19,7,0,0.0,1,0,3,0.0,5,46,11,1,2,0,0.594594595,0
1,5,5616,18,1,1,1,45,9,0,0.3777777779999999,0,1,1,0.155963303,4,109,14,0,8,0,0.444444444,1
1,0,2455,4,0,1,0,18,11,0,0.0,0,0,15,0.0,6,66,15,1,2,2,0.0,1
0,10,8345,134,1,0,2,15,8,0,0.0,0,0,4,0.0,5,72,8,0,4,0,0.111940299,0
0,3,2872,54,0,1,0,20,0,0,0.0,1,0,3,0.0,3,29,12,0,2,0,0.296296296,0
0,10,8516,148,0,0,0,16,10,0,0.0,1,0,3,0.0,4,36,10,0,2,0,0.635135135,0
1,0,523,18,1,1,1,20,32,0,0.0,0,1,16,0.390909091,5,110,32,0,2,0,0.0,1
0,6,8048,55,0,1,0,20,8,0,0.0,1,0,3,0.125,4,48,12,0,3,0,0.2,0
0,6,9621,0,0,1,0,15,12,0,0.0,1,0,3,0.049019608,11,102,12,1,3,0,0.0,0
0,8,7446,0,0,1,0,30,6,0,0.0,0,0,5,0.074074074,5,81,10,0,4,0,0.0,0
1,0,918,25,1,1,1,21,7,0,0.0,0,0,17,0.011235955,6,89,17,0,3,4,0.0,1
0,2,-1,30,0,1,0,54,4,0,0.0,0,0,14,0.0,3,67,18,1,2,0,0.233333333,1
0,6,12844,0,0,1,0,11,8,0,0.0,1,0,3,0.0,6,58,8,0,3,0,0.0,0
1,4,2132,71,0,1,0,31,7,0,0.0,0,0,7,0.037037037,4,54,10,1,2,0,0.507042254,0
1,2,3830,80,0,0,0,17,4,0,0.0,0,0,7,0.0,4,42,7,1,3,0,0.425,0
0,5,6070,184,0,1,0,23,7,0,0.0,0,0,5,0.0,4,51,7,1,2,0,0.489130435,0
1,0,296,1,0,1,0,26,75,0,0.0,0,1,1,0.161849711,5,346,75,1,2,1,1.0,1
1,0,-1,7,0,1,0,12,14,0,0.083333333,0,0,9,0.037735849,6,53,14,0,2,0,0.857142857,1
1,0,-1,85,0,1,0,20,2,0,0.0,0,0,16,0.0,3,31,16,0,1,0,0.858823529,1
1,5,3282,211,0,1,0,28,9,0,0.0,1,0,3,0.0,4,58,18,0,3,1,0.061611374,0
0,5,3733,97,0,1,0,21,7,0,0.0,1,0,3,0.131147541,7,61,13,0,2,0,0.237113402,0
1,0,2105,33,0,1,0,37,32,0,0.0,1,1,3,0.178217822,7,101,32,0,2,0,0.212121212,1
1,0,111,21,0,1,0,28,0,0,0.4642857139999999,0,1,2,0.351351351,3,37,13,0,4,0,0.571428571,1
0,4,10648,52,0,0,0,17,0,0,0.0,1,0,3,0.0,3,26,9,0,2,0,0.192307692,0
1,5,7295,14,0,1,0,25,0,0,0.04,0,0,8,0.029411765,3,34,12,0,2,0,0.928571429,1
1,5,7309,214,0,1,0,36,7,0,0.027777778,0,0,6,0.079545455,5,88,16,1,3,0,0.785046729,1
1,0,284,22,1,1,1,32,11,0,0.0,1,0,3,0.0,7,105,24,1,3,3,0.045454545,1
0,1,1950,47,0,1,0,20,0,0,0.0,0,0,4,0.0,3,28,11,0,2,1,1.0,1
1,2,7729,0,0,1,0,17,7,0,0.0,1,0,3,0.0,5,51,7,0,4,0,0.0,1
0,5,-1,132,0,1,0,19,6,0,0.0,1,0,3,0.0517241379999999,5,58,11,0,3,0,0.212121212,0
1,7,7489,0,1,1,4,16,34,0,0.0,2,1,3,0.295081967,6,305,34,0,4,0,0.0,1
0,3,3802,25,0,1,0,21,0,0,0.0,1,0,3,0.0,3,30,13,0,2,0,0.6,0
0,5,7354,35,0,1,0,21,13,0,0.0,0,0,3,0.0,3,66,13,0,3,0,0.628571429,0
0,7,7658,292,0,0,0,15,8,0,0.0,0,0,11,0.0,5,40,11,0,1,0,0.02739726,0
1,0,-1,0,0,1,0,17,0,0,0.058823529,0,0,3,0.041666667,2,24,6,0,3,0,0.0,1
0,4,3047,76,0,1,0,16,12,0,0.0,1,0,3,0.078947368,5,76,12,0,3,0,0.565789474,0
1,0,4004,4,1,1,3,50,17,1,0.0,0,1,3,0.149606299,4,127,17,1,4,0,0.0,1
1,6,1338,8,0,0,0,25,5,0,0.32,0,0,10,0.2,4,40,11,0,2,0,0.0,1
1,0,293,12,1,0,1,7,15,0,0.0,0,0,4,0.021276596,5,94,15,0,2,1,0.25,1
0,3,-1,58,1,1,1,25,8,0,0.0,1,0,3,0.0,7,97,14,0,5,0,0.0,1
1,0,7,50,0,1,0,25,0,0,0.0,1,0,3,0.0,3,33,17,0,2,0,0.04,1
1,2,1546,203,0,1,0,32,0,0,0.09375,0,0,13,0.073170732,3,41,14,0,2,0,0.8669950740000001,1
1,2,-1,85,0,1,0,30,8,0,0.0,1,0,3,0.0517241379999999,4,58,23,1,2,3,0.0,1
1,2,2122,56,0,1,0,29,32,0,0.0,1,1,3,0.25,5,80,32,0,2,0,0.071428571,1
1,4,8018,11,1,1,4,30,43,0,0.0,0,1,2,0.209219858,7,282,43,1,3,0,0.727272727,1
1,0,1639,19,1,1,1,21,24,0,0.0,1,1,3,0.201219512,9,164,24,1,6,4,0.3157894739999999,1
0,5,5169,89,0,1,0,20,0,0,0.0,1,0,3,0.0,3,29,12,0,2,0,0.629213483,0
0,4,2254,323,0,0,0,15,0,0,0.0,1,0,3,0.0,3,24,7,0,2,0,0.0402476779999999,0
0,2,2122,56,0,1,0,29,4,0,0.0,1,0,3,0.0,4,47,21,0,2,0,0.071428571,1
0,2,7530,44,0,1,0,21,0,0,0.0,1,0,3,0.0,3,29,13,0,2,0,0.0,0
1,6,3359,7,0,1,0,7,4,0,0.0,0,0,4,0.05,3,20,4,0,1,0,0.142857143,1
0,3,2700,24,0,1,0,21,8,0,0.0,0,0,17,0.0,4,60,17,0,1,1,0.375,0
1,0,287,0,0,1,0,15,5,0,0.0,1,0,3,0.0,3,53,7,0,3,0,0.0,0
1,0,13,4,0,1,0,22,6,0,0.0,1,0,3,0.024390244,5,41,6,1,3,0,0.0,1
1,0,-1,0,0,1,0,33,0,0,0.0,1,0,3,0.0,3,42,17,0,3,0,0.0,1
1,1,7253,16,0,1,0,16,11,0,0.0,0,0,3,0.0,3,35,11,0,2,0,0.875,1
1,6,1338,8,0,0,0,25,3,0,0.32,0,0,10,0.210526316,4,38,11,0,2,0,0.0,1
1,2,7391,0,0,0,0,16,8,0,0.0,0,0,3,0.0,5,37,8,0,2,0,0.0,1
0,6,9200,133,0,0,0,18,9,0,0.0,1,0,3,0.0,4,42,10,0,2,0,0.218045113,0
0,1,-1,51,0,1,0,20,0,0,0.35,0,1,2,0.25,3,28,14,0,2,0,0.647058824,1
0,10,8516,137,0,0,0,16,14,0,0.0,1,0,3,0.0,3,39,14,0,2,0,0.671532847,0
1,0,5670,0,0,1,0,16,13,0,0.0,0,0,4,0.192307692,4,52,13,0,2,0,0.0,1
1,2,1868,0,0,1,0,23,13,0,0.0,1,0,3,0.02,4,50,15,0,3,0,0.0,1
1,6,9229,0,0,1,0,17,8,0,0.0,0,0,5,0.090909091,6,66,8,0,3,0,0.0,0
0,0,-1,36,0,1,0,22,0,0,0.0,1,0,3,0.0,3,30,9,1,2,0,0.111111111,0
0,6,7126,58,0,0,0,18,0,0,0.055555556,1,0,3,0.0384615379999999,3,26,10,0,2,0,0.155172414,0
1,2,8354,0,0,1,0,10,5,0,0.0,0,0,6,0.0,4,33,6,0,2,0,0.0,1
1,3,7083,1,1,1,2,27,191,0,0.0,0,0,11,0.126923077,5,260,191,0,3,1,1.0,1
0,8,9900,68,0,1,0,14,9,0,0.0,1,0,3,0.0,5,51,9,0,2,0,0.411764706,0
0,3,3829,18,0,1,0,21,8,0,0.0,0,0,17,0.073170732,3,41,17,0,1,0,0.5555555560000001,0
1,1,6083,5,0,1,0,13,8,0,0.0,0,0,10,0.0,4,38,10,0,2,0,0.8,1
1,5,6163,154,0,0,0,18,11,0,0.0,1,0,3,0.0,4,49,11,0,2,0,0.0194805189999999,0
1,2,1532,161,0,1,0,44,0,0,0.0681818179999999,0,0,6,0.057692308,3,52,13,0,2,1,0.732919255,1
1,4,8583,0,0,1,0,16,12,0,0.0,1,0,3,0.0125,8,80,12,0,3,0,0.0,0
1,0,2,115,0,1,0,14,0,0,0.071428571,0,0,3,0.047619048,2,21,6,0,1,0,0.034782609,1
1,0,7528,2,0,1,0,9,12,0,0.0,1,0,5,0.0,6,49,12,0,3,4,0.0,1
0,4,3329,73,0,1,0,30,8,0,0.0,1,0,3,0.0,3,64,8,0,3,0,0.479452055,0
0,0,6510,23,0,1,0,21,0,0,0.0,0,0,6,0.0,2,28,10,0,2,0,0.130434783,0
1,5,7295,14,0,1,0,23,0,0,0.130434783,0,0,8,0.1,2,30,10,0,2,0,0.928571429,1
0,5,7230,335,0,1,0,24,10,0,0.0,1,0,3,0.0,3,65,16,0,3,0,0.134328358,0
0,5,9071,188,0,0,0,21,8,1,0.0,0,0,7,0.0721649479999999,7,97,9,1,2,0,0.015957447,0
1,1,2114,1,1,1,3,15,75,0,0.0,0,1,12,0.191082803,7,157,75,0,3,2,0.0,1
1,0,4091,3,0,1,0,18,100,0,0.111111111,1,1,3,0.256578947,3,152,100,0,4,0,0.0,1
0,1,1456,186,0,1,0,29,0,0,0.0,1,0,3,0.0,3,38,22,0,2,0,0.387096774,0
1,0,-1,17,0,1,0,24,7,0,0.0,0,0,20,0.0,5,47,20,0,1,0,0.8235294120000001,1
0,3,3837,249,0,0,0,17,0,0,0.0,1,0,3,0.0,3,25,9,0,2,0,0.036144578,0
1,5,7295,14,0,1,0,32,0,0,0.03125,0,0,8,0.025641026,2,39,19,0,2,0,0.928571429,1
1,2,1706,132,0,1,0,12,10,0,0.0,0,0,2,0.0505050509999999,9,99,10,1,1,2,0.0,1
0,4,4209,36,0,1,0,18,14,0,0.0,1,0,3,0.0,4,78,14,0,2,1,0.666666667,0
1,3,1709,20,0,1,0,16,7,0,0.0,0,0,12,0.0,6,51,12,1,1,2,0.05,1
0,4,8052,18,0,1,0,25,0,0,0.0,1,0,3,0.0,3,33,17,0,2,0,0.166666667,0
1,0,-1,4,0,1,0,13,13,0,0.0,1,0,3,0.0,4,35,13,0,2,0,0.0,1
0,8,7448,55,0,1,0,21,0,0,0.0,0,0,7,0.0,3,30,9,0,2,0,0.709090909,0
0,2,-1,13,0,0,0,6,0,0,0.0,0,0,3,0.0,2,13,3,0,1,0,0.307692308,0
