nb_qm,longest_word_path,nb_slash,nb_dots,length_hostname,ratio_intHyperlinks,domain_age,login_form,ip,links_in_tags,ratio_extHyperlinks,ratio_extRedirection,ratio_digits_host,nb_hyperlinks,prefix_suffix,empty_title,nb_www,iframe,domain_in_title,nb_eq,web_traffic,phish_hints,shortest_word_host,google_index,longest_words_raw,avg_word_path,ratio_extErrors,avg_word_host,length_url,page_rank,ratio_digits_url,char_repeat,tld_in_subdomain,safe_anchor,status
0,9,4,1,15,0.970149254,7655,0,0,100.0,0.029850746,0.666666667,0.0,201,0,0,0,0,1,0,433,0,11,0,11,9.0,0.0,11.0,34,7,0.0,1,0,44.44444444,0
0,10,5,2,15,0.3625,3347,1,0,62.5,0.6375,0.31372549,0.0,80,0,0,0,0,1,0,0,1,11,1,11,6.0,0.098039216,11.0,79,2,0.101265823,1,0,0.0,1
0,4,3,5,39,0.469879518,5627,1,0,0.0,0.5301204820000001,0.363636364,0.153846154,83,0,0,0,0,1,0,0,0,1,1,7,4.0,0.022727273,5.0,56,5,0.107142857,1,0,56.92307692,1
0,0,3,2,22,0.96,8301,0,0,100.0,0.04,0.2,0.0,125,0,0,1,0,1,0,99386,0,3,0,14,0.0,0.0,8.5,31,4,0.0,3,0,76.19047619,0
0,8,4,3,17,0.98467433,7431,0,0,71.42857143,0.01532567,0.0,0.058823529,261,0,0,1,0,1,0,194,0,3,0,9,6.5,0.0,6.0,55,7,0.018181818,4,0,100.0,0
1,7,4,3,23,0.352803738,284,0,0,10.73825503,0.647196262,0.0072202169999999,0.0,428,1,0,0,0,1,0,0,0,2,1,7,7.0,0.0072202169999999,4.25,41,0,0.0,3,0,70.27027027,1
1,9,3,2,16,0.125,1953,0,0,0.0,0.875,0.0,0.0625,8,0,0,0,0,1,1,4365,0,3,1,9,8.5,0.0,5.0,43,3,0.023255814,2,0,0.0,1
1,7,4,4,21,1.0,111,0,0,100.0,0.0,0.0,0.0,3,0,0,1,0,1,1,0,0,3,1,13,3.75,0.0,8.0,66,1,0.0,10,0,0.0,1
0,7,4,2,25,0.955932203,8188,1,0,88.88888889,0.044067797,0.076923077,0.0,295,0,0,1,0,0,0,20773,0,3,0,17,4.5,0.230769231,10.0,44,5,0.0,5,0,73.33333333,0
0,0,3,2,10,0.850746269,5274,0,0,66.66666667,0.149253731,0.0,0.0,67,0,0,1,0,0,0,3139767,0,3,0,3,0.0,0.0,3.0,19,3,0.0,3,0,16.66666667,0
0,9,4,3,18,1.0,6244,0,0,100.0,0.0,0.0,0.055555556,152,0,0,1,0,1,0,25469,0,3,0,10,5.666666667,0.0,6.5,46,4,0.02173913,4,0,100.0,0
0,0,3,2,21,0.7777777779999999,-1,0,0,77.77777778,0.222222222,0.2,0.0,45,1,0,1,0,0,0,0,0,3,0,7,0.0,0.3,5.333333333,30,2,0.0,4,0,50.0,0
0,0,3,2,16,0.901153213,-1,0,0,64.51612903,0.0988467869999999,0.133333333,0.0,607,0,0,1,0,0,0,176808,0,3,0,8,0.0,0.3,5.5,25,4,0.0,4,0,22.03389831,0
0,0,3,3,21,1.0,5706,0,0,100.0,0.0,0.0,0.0,20,0,0,0,0,1,0,496279,0,7,0,7,0.0,0.0,7.0,29,4,0.0,1,0,0.0,1
0,9,4,3,16,0.7571428570000001,5696,0,1,62.5,0.242857143,0.058823529,0.0,70,0,0,1,0,0,0,321,0,3,1,9,8.0,0.058823529,4.5,41,6,0.1707317069999999,4,0,0.0,0
0,20,4,3,10,0.0,7224,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,7286,0,3,0,20,9.666666667,0.0,3.0,49,5,0.0,5,0,0.0,0
0,9,4,2,15,0.848484848,8829,0,0,89.28571429,0.151515152,0.0,0.0,66,0,0,1,0,0,0,2635,0,3,0,9,3.833333333,0.0,5.0,51,6,0.0,6,0,20.0,0
0,0,3,2,16,0.8,6964,1,0,67.74193548,0.2,0.0,0.0,95,0,0,1,0,0,0,318509,0,3,0,8,0.0,0.0,5.5,25,4,0.0,3,0,100.0,0
0,0,3,2,15,0.918831169,1109,0,0,62.96296296,0.081168831,0.0,0.0,308,0,0,1,0,1,0,5582632,0,3,0,7,0.0,0.56,5.0,24,2,0.0,3,0,100.0,0
0,10,4,3,20,0.818181818,2687,0,0,20.0,0.181818182,0.0,0.0,33,0,0,1,0,1,0,186822,0,3,0,12,7.666666667,0.333333333,7.5,53,4,0.0,3,0,100.0,0
0,13,5,2,20,0.704225352,5517,0,1,70.0,0.295774648,0.333333333,0.0,71,0,0,1,0,0,0,9206,0,3,0,13,8.1,0.047619048,7.5,119,6,0.117647059,5,0,85.10638298,0
0,0,2,2,21,0.0,6170,0,0,0.0,1.0,0.0,0.285714286,13,0,0,0,0,0,0,567796,1,8,1,8,0.0,0.461538462,8.0,28,3,0.214285714,0,0,100.0,1
0,12,5,3,18,0.989371125,-1,0,0,88.57142857,0.010628875,0.166666667,0.0,1129,0,0,1,0,0,0,3638954,0,3,1,12,6.076923077000001,0.0,6.5,117,3,0.0,5,0,82.85714286,0
1,7,3,2,16,0.948717949,-1,0,1,62.5,0.0512820509999999,0.5,0.0,117,0,0,0,0,1,1,101802,0,11,0,11,4.0,0.0,11.0,43,5,0.162790698,0,0,76.92307692,0
0,9,5,3,13,0.0,8983,0,0,0.0,1.0,0.0,0.0,20,0,0,1,0,1,0,7655750,0,3,1,9,5.5,0.1,4.0,59,3,0.06779661,4,0,0.0,0
0,0,3,2,21,0.882352941,5634,0,0,50.0,0.117647059,0.142857143,0.0,119,0,0,1,0,0,0,101301,1,3,0,13,0.0,0.214285714,8.0,29,4,0.0,4,0,50.0,0
0,0,2,2,27,0.071428571,7295,0,0,0.0,0.928571429,0.230769231,0.037037037,14,0,0,0,0,1,0,0,0,8,1,14,0.0,0.0,11.0,34,5,0.029411765,1,0,14.28571429,1
0,0,3,2,18,0.795180723,3186,0,0,60.0,0.204819277,0.470588235,0.0,83,0,0,1,0,0,0,26205,0,3,0,10,0.0,0.235294118,6.5,27,5,0.0,3,0,14.28571429,0
1,12,5,2,25,0.333333333,6588,0,1,33.33333333,0.666666667,0.0,0.0,12,0,0,0,0,1,1,30,1,5,1,15,6.1,0.25,10.0,108,4,0.222222222,7,0,0.0,1
0,5,3,2,13,0.135,-1,0,0,15.95744681,0.865,0.034682081,0.0,200,0,0,0,0,1,0,0,1,10,1,10,4.5,0.011560694,10.0,32,0,0.0,0,0,7.142857143,1
0,10,4,3,19,0.466666667,4300,0,0,75.0,0.533333333,0.375,0.0,30,0,0,1,0,1,0,17917,0,3,0,11,6.454545455,0.125,7.0,109,5,0.055045872,5,0,56.0,0
0,4,3,1,12,0.0,2139,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,2201073,0,8,1,8,4.0,0.0,8.0,25,0,0.0,0,0,0.0,1
0,0,3,2,20,0.62962963,7711,0,0,40.0,0.37037037,0.0,0.0,27,0,0,1,0,1,0,657765,0,3,0,12,0.0,0.1,7.5,29,4,0.0,3,0,55.55555556,0
1,17,4,5,46,1.0,3993,0,1,100.0,0.0,0.0,0.0,51,0,0,1,0,1,3,5707171,0,3,1,17,7.375,0.0,7.6,123,0,0.1300813009999999,5,1,100.0,1
0,8,5,2,23,0.8728813559999999,8435,0,0,85.0,0.127118644,0.333333333,0.0,118,1,0,1,0,1,0,3754,0,3,0,15,5.8,0.0,9.0,64,6,0.0,5,0,88.73239437,0
0,9,5,3,22,1.0,224,0,1,100.0,0.0,0.0,0.0,4,0,0,0,0,1,0,0,0,5,1,12,5.8,0.0,8.5,64,0,0.109375,2,0,100.0,1
0,3,3,3,21,0.923076923,1514,0,0,100.0,0.076923077,0.0,0.0,13,0,0,0,0,1,0,0,0,4,1,12,2.0,0.0,8.0,34,0,0.0,1,0,0.0,1
0,0,3,2,21,0.882352941,-1,0,0,33.33333333,0.117647059,0.0,0.0,34,0,0,1,0,0,0,472704,0,3,0,14,0.0,0.0,8.5,30,2,0.0,3,0,33.33333333,0
0,8,6,2,23,0.8934911240000001,7597,0,0,50.0,0.106508876,0.333333333,0.0,169,1,0,1,0,1,0,177763,0,3,1,15,5.428571429,0.111111111,9.0,76,5,0.0,3,0,39.13043478,0
1,34,7,2,37,0.0,8018,0,0,0.0,1.0,0.0,0.0,7,1,0,0,0,1,1,0,0,2,1,34,7.818181817999999,0.571428571,10.33333333,144,4,0.041666667,3,1,0.0,1
0,12,10,1,24,0.0,12,0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,20,1,20,6.0,0.0,20.0,145,0,0.2068965519999999,5,0,0.0,1
0,0,3,2,16,0.8311688309999999,2887,0,0,73.33333333,0.1688311689999999,0.0,0.0,77,0,0,1,0,1,0,195017,0,3,0,9,0.0,0.0,6.0,25,3,0.0,3,0,50.0,0
0,0,3,2,22,0.0,540,0,0,0.0,1.0,0.133333333,0.272727273,15,0,0,0,0,0,0,2368593,2,8,0,8,0.0,0.4,8.0,30,0,0.2,0,0,33.33333333,1
0,0,3,2,9,0.935483871,-1,0,0,50.0,0.064516129,0.25,0.0,62,0,0,1,0,0,0,2368814,0,2,0,3,0.0,0.0,2.5,17,3,0.0,3,0,66.66666667,0
0,13,4,1,14,0.0,2744,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,10,0,13,13.0,0.0,10.0,36,0,0.0,0,0,0.0,1
1,2,3,2,20,0.0,-1,0,0,0.0,1.0,0.0,0.0,8,0,0,1,0,1,0,4910786,0,3,0,11,2.0,0.0,7.0,32,0,0.0,3,0,0.0,1
0,10,10,1,12,1.0,1706,0,0,100.0,0.0,0.0,0.0,132,1,0,0,0,1,0,4830221,2,2,1,10,6.9,0.0,3.5,99,2,0.0505050509999999,3,0,100.0,1
0,7,5,1,9,0.0,-1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,8262038,1,6,0,7,5.0,0.0,6.0,34,2,0.0,0,0,0.0,1
0,6,4,2,22,0.806451613,3724,0,0,40.0,0.193548387,0.333333333,0.0,31,1,0,1,0,1,0,110473,0,3,0,14,5.0,0.0,8.5,42,4,0.0,4,0,100.0,0
0,0,3,2,17,1.0,5760,0,0,100.0,0.0,0.0,0.0,1,0,1,1,0,1,0,772418,0,3,0,9,0.0,0.0,6.0,26,4,0.0,3,0,0.0,0
0,7,3,4,42,0.19047619,5627,0,0,0.0,0.80952381,0.294117647,0.095238095,21,0,0,0,0,1,0,0,2,1,1,9,4.5,0.0,5.5,60,5,0.066666667,2,0,25.0,1
0,6,4,18,84,1.0,1834,0,0,100.0,0.0,0.0,0.25,4,0,0,0,0,1,0,0,0,2,1,18,3.5,0.0,5.230769231,119,0,0.268907563,3,0,100.0,1
0,0,3,2,24,1.0,672,0,0,100.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0,7,0,10,0.0,0.0,8.5,32,0,0.0,0,0,0.0,1
0,0,3,2,18,0.8125,1230,0,0,64.70588235,0.1875,0.222222222,0.055555556,48,0,0,0,0,1,0,123186,1,5,1,7,0.0,0.0,6.0,27,2,0.037037037,0,0,0.0,1
0,0,3,1,25,0.875,394,0,0,100.0,0.125,1.0,0.0,8,0,0,0,0,0,0,0,0,21,1,21,0.0,0.0,21.0,33,0,0.0,0,0,50.0,1
0,11,5,2,24,0.739583333,7119,0,0,7.692307692000001,0.260416667,0.46,0.0,192,1,0,0,0,1,0,32633,0,9,1,11,6.888888889,0.1,9.5,103,4,0.116504854,4,0,65.78947368,0
1,10,5,1,19,0.0,5375,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,15,1,15,6.5,0.0,15.0,58,0,0.1034482759999999,3,0,0.0,1
0,0,3,2,35,0.446540881,7298,1,0,42.85714286,0.553459119,0.2272727269999999,0.0,159,0,0,0,0,1,0,275769,0,8,0,22,0.0,0.011363636,15.0,44,5,0.0,0,0,36.36363636,0
0,9,3,2,27,0.243902439,7584,0,0,20.0,0.7560975609999999,0.64516129,0.0,41,0,0,0,0,1,0,969,0,8,0,14,9.0,0.258064516,11.0,44,5,0.0,0,0,0.0,0
0,9,5,2,16,0.740740741,8348,0,0,50.0,0.2592592589999999,0.0,0.0,27,0,0,0,0,1,0,1,2,5,0,9,6.5,0.0,5.5,40,10,0.0,1,0,100.0,1
0,87,3,3,32,0.0,7086,0,0,0.0,1.0,0.0,0.03125,1,0,1,0,0,1,0,18263,0,11,1,87,25.25,0.0,13.5,144,3,0.0625,3,0,0.0,1
0,10,4,2,14,0.0,10055,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,117625,0,3,0,10,8.333333332999999,0.0,4.5,50,4,0.0,3,0,0.0,0
0,9,5,3,14,0.0,8814,0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,6840689,0,3,0,9,5.888888889,0.0,4.5,83,3,0.072289157,6,0,0.0,0
0,0,3,2,25,0.880952381,6483,0,0,80.0,0.119047619,0.5,0.0,84,0,0,1,0,1,0,1719769,0,3,0,17,0.0,0.0,10.0,34,2,0.0,4,0,12.5,0
0,7,6,3,11,1.0,-1,0,0,100.0,0.0,0.0,0.090909091,19,1,0,1,0,0,0,340,0,2,1,7,4.0,0.0,3.0,48,7,0.020833333,3,0,100.0,0
0,0,2,2,28,0.138888889,7298,0,0,0.0,0.8611111109999999,0.268817204,0.0,108,0,0,0,0,1,0,0,0,8,0,15,0.0,0.010752688,11.5,35,5,0.0,1,0,23.25581395,0
1,36,3,7,47,1.0,2975,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,1,4,302094,1,3,1,36,7.333333333,0.0,6.333333333,155,1,0.141935484,7,0,0.0,1
0,10,4,5,36,0.181818182,5626,0,0,0.0,0.818181818,0.277777778,0.083333333,22,0,0,0,0,1,0,0,1,1,1,10,6.333333333,0.0,4.5,65,5,0.076923077,6,0,25.0,1
0,8,6,2,13,0.894736842,6382,0,0,100.0,0.105263158,0.0,0.0,38,1,0,1,0,1,0,200403,0,3,1,8,4.75,0.5,4.5,45,3,0.0,3,0,33.33333333,1
0,5,3,3,23,0.272727273,1547,0,0,66.66666667,0.727272727,0.125,0.130434783,33,1,0,0,0,1,0,4639,1,2,1,13,4.0,0.166666667,5.666666667,40,2,0.075,5,0,4.347826087,1
0,0,3,2,15,0.8620689659999999,2460,0,0,84.61538462,0.137931034,0.0,0.0,58,0,0,1,0,0,0,105724,0,3,0,7,0.0,0.0,5.0,24,3,0.0,4,0,0.0,0
0,6,4,2,16,0.950067476,7130,0,0,100.0,0.049932524,0.27027027,0.0,741,0,0,0,0,0,0,12,0,2,0,9,4.4,0.243243243,5.5,51,7,0.0,0,0,73.38129496,0
0,0,2,2,29,0.071428571,7295,0,0,0.0,0.928571429,0.846153846,0.0,14,0,0,0,0,1,0,0,0,8,1,16,0.0,0.615384615,12.0,36,5,0.0,0,0,14.28571429,1
0,10,4,3,20,0.8441558440000001,7602,0,0,40.0,0.1558441559999999,0.166666667,0.05,77,0,0,1,0,0,0,145276,0,3,0,12,6.0,0.0,7.5,55,4,0.036363636,4,0,11.11111111,0
1,46,7,2,38,0.115384615,8019,0,0,7.692307692000001,0.884615385,0.0,0.0,26,1,0,0,0,1,1,0,0,2,1,46,8.777777777999999,0.086956522,10.66666667,136,4,0.095588235,0,1,0.0,1
1,17,5,4,50,1.0,4003,0,1,100.0,0.0,0.0,0.0,4,1,0,0,0,1,3,5816617,0,3,1,17,7.375,0.0,8.4,128,0,0.1484375,6,1,100.0,1
0,10,5,2,21,1.0,-1,0,0,100.0,0.0,0.0,0.0,20,0,0,0,0,1,0,0,0,14,1,14,7.5,0.0,14.0,46,0,0.043478261,0,0,0.0,1
0,7,5,3,16,1.0,2604,0,0,100.0,0.0,0.0,0.0,4,0,0,0,0,1,0,0,2,12,1,12,4.6,0.0,12.0,51,0,0.0,1,0,100.0,1
0,7,5,2,12,0.854166667,-1,0,0,77.77777778,0.145833333,0.285714286,0.0,48,0,0,0,0,0,0,1980,0,2,0,7,7.0,0.0,3.5,37,5,0.0,2,0,0.0,0
0,6,5,2,16,0.541871921,6217,0,0,0.0,0.4581280789999999,0.0,0.0,203,0,0,1,0,1,0,337,0,3,0,9,5.0,0.0,6.0,37,6,0.162162162,3,0,0.0,0
0,4,4,2,15,0.4727272729999999,5638,0,0,56.0,0.527272727,0.137931034,0.0,55,0,0,1,0,0,0,2,0,3,0,7,3.5,0.0,5.0,32,10,0.03125,3,0,0.0,0
0,32,5,1,23,0.966666667,5767,0,1,100.0,0.033333333,0.0,0.0,30,0,0,0,0,1,0,0,0,19,1,32,14.66666667,0.0,19.0,77,2,0.194805195,1,0,100.0,1
0,0,3,2,18,0.0,560,1,0,0.0,1.0,1.0,0.055555556,4,1,0,0,0,1,0,0,0,3,1,6,0.0,0.0,4.0,27,2,0.037037037,0,0,0.0,1
0,0,3,2,24,0.942857143,3382,0,0,92.30769231,0.057142857,0.5,0.0,140,1,0,1,0,1,0,4463841,0,3,0,9,0.0,0.0,6.0,33,4,0.0,3,0,58.33333333,0
0,12,5,2,17,0.895833333,7405,0,0,62.5,0.1041666669999999,0.2666666669999999,0.0,144,1,0,1,0,1,0,7231,1,3,1,12,7.0,0.0,6.0,120,5,0.058333333,7,0,64.70588235,0
0,0,3,2,18,0.96836983,5879,0,0,86.11111111,0.03163017,0.0,0.0,411,0,0,1,0,1,0,0,0,3,0,10,0.0,0.0,6.5,27,1,0.0,3,0,77.77777778,0
0,20,6,3,32,1.0,522,0,1,100.0,0.0,0.0,0.4375,8,1,0,0,0,1,0,377875,0,9,1,20,10.0,0.0,13.0,105,2,0.285714286,1,0,0.0,1
0,0,3,2,14,0.176470588,6241,1,0,28.0,0.8235294120000001,0.028571429,0.0,85,0,0,0,0,0,0,0,0,4,0,6,0.0,0.014285714,5.0,23,3,0.0,0,0,42.85714286,0
0,0,3,2,18,0.74137931,2649,0,0,68.18181818,0.25862069,0.133333333,0.0,58,0,0,1,0,1,0,79203,0,3,0,10,0.0,0.533333333,6.5,26,4,0.0,4,0,0.0,0
0,6,3,2,18,0.7333333329999999,889,0,0,20.0,0.2666666669999999,0.25,0.0,30,0,0,1,0,1,0,3518615,0,3,0,11,5.5,0.0,7.0,39,2,0.0,5,0,33.33333333,1
0,11,4,2,21,0.637681159,7619,0,0,47.36842105,0.362318841,0.04,0.0,69,0,0,0,0,1,0,2205,0,6,0,11,8.0,0.04,8.0,55,5,0.0,0,0,79.16666667,0
0,6,3,2,25,0.6875,7724,0,0,81.81818182,0.3125,0.142857143,0.0,112,0,0,0,0,1,0,246,0,9,0,11,6.0,0.057142857,10.0,39,4,0.0,0,0,6.896551724,0
0,12,3,2,16,0.185185185,3248,1,0,33.33333333,0.814814815,0.0,0.25,81,0,0,0,0,1,0,72672,0,12,0,12,6.333333333,0.03030303,12.0,89,2,0.04494382,5,0,40.0,0
0,32,4,3,27,0.851851852,152,1,1,75.0,0.148148148,0.333333333,0.0,81,0,0,1,0,1,0,5008870,0,3,1,32,16.0,0.166666667,11.0,86,0,0.2906976739999999,5,0,86.04651163,1
1,33,7,3,34,0.272727273,8018,1,1,16.66666667,0.727272727,0.0,0.0,11,1,0,0,0,1,4,0,0,2,1,33,9.416666667,0.0,9.333333333,294,4,0.1836734689999999,5,0,0.0,1
0,0,3,3,18,0.433333333,3154,0,0,54.54545455,0.566666667,0.235294118,0.0,30,0,0,1,0,0,0,8888670,0,3,0,8,0.0,0.176470588,5.5,26,4,0.0,4,0,0.0,0
0,11,5,3,19,0.984848485,8685,0,0,100.0,0.015151515,0.0,0.0,66,0,0,1,0,1,0,431469,0,3,0,11,5.4,0.0,7.0,58,4,0.0,5,0,50.0,0
0,0,3,1,15,0.652684564,7682,1,0,15.0,0.347315436,0.086956522,0.0,596,0,0,0,0,0,0,0,0,11,0,11,0.0,0.0,11.0,23,2,0.0,0,0,11.71875,1
1,17,4,4,42,1.0,3992,0,1,100.0,0.0,0.0,0.0,51,0,0,0,0,1,3,5697976,0,3,1,17,8.142857142999999,0.0,8.75,116,0,0.163793103,3,1,100.0,1
1,11,4,3,14,0.25,-1,0,0,0.0,0.75,1.0,0.0,4,0,0,0,0,1,3,0,0,7,1,11,5.583333333,0.0,7.0,100,0,0.0,0,0,0.0,1
0,8,5,2,35,1.0,-2,0,0,100.0,0.0,0.0,0.0,3,1,0,0,0,1,0,0,0,6,1,12,6.0,0.0,9.666666667,71,0,0.0845070419999999,3,0,0.0,1
0,2,4,2,17,0.692307692,-1,0,0,50.0,0.307692308,0.0,0.0,13,0,0,1,0,1,0,0,0,3,1,9,2.0,0.0,6.0,29,0,0.0,3,0,50.0,1
0,7,5,4,18,0.461538462,-2,1,0,0.0,0.538461538,0.285714286,0.0,13,0,0,0,0,1,0,2475593,1,11,1,11,4.0,0.0,11.0,60,2,0.0,0,0,0.0,1
0,6,3,3,25,0.7241379309999999,4887,1,0,45.45454545,0.275862069,0.125,0.0,29,0,0,1,0,1,0,0,0,3,0,7,4.75,0.0,4.5,55,3,0.0,4,0,0.0,0
0,11,8,3,11,0.666666667,-1,0,0,83.33333333,0.333333333,0.2,0.0,15,0,0,0,0,1,0,4429323,1,5,1,11,5.857142857,0.0,5.0,67,2,0.089552239,1,0,0.0,1
0,0,3,2,17,0.4838709679999999,7389,0,0,50.0,0.516129032,0.3125,0.0,31,0,0,1,0,0,0,848,0,3,0,9,0.0,0.125,6.0,26,5,0.0,3,0,36.36363636,0
0,28,9,3,22,0.528455285,5882,0,0,31.57894737,0.471544715,0.0172413789999999,0.0,123,0,0,1,0,0,0,64114,1,3,1,28,11.6,0.0,9.0,155,5,0.0,3,0,28.57142857,0
0,0,3,3,25,1.0,3698,0,1,100.0,0.0,0.0,0.36,74,0,0,0,0,1,0,179705,1,2,1,11,0.0,0.0,6.333333333,33,4,0.272727273,0,0,100.0,1
0,13,5,3,14,0.833333333,7501,0,0,0.0,0.166666667,0.0,0.0,6,0,0,1,0,1,0,628638,0,3,0,13,5.5,0.0,4.5,47,5,0.042553191,3,0,0.0,0
1,32,4,2,15,0.0,5849,0,1,0.0,0.0,0.0,0.0,0,0,1,1,0,1,1,0,0,3,1,32,15.66666667,0.0,5.0,73,0,0.246575342,5,0,0.0,1
0,5,3,2,18,0.0,-1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,11,1,11,5.0,0.0,11.0,31,0,0.0,1,0,0.0,1
0,8,4,2,17,0.5,4655,0,0,41.66666667,0.5,0.34375,0.0,128,0,0,1,0,1,0,47859,1,3,1,9,5.2,0.0,6.0,57,4,0.0350877189999999,3,0,69.13580247,0
0,0,3,2,29,0.875,6314,0,0,50.0,0.125,0.0,0.0,8,0,0,1,0,1,0,0,0,3,0,21,0.0,0.0,12.0,38,3,0.0,4,0,100.0,0
0,0,3,3,17,0.372881356,-1,0,0,50.0,0.627118644,0.135135135,0.0,59,0,0,1,0,0,0,0,0,3,0,7,0.0,0.081081081,5.0,25,3,0.0,3,0,36.73469388,0
0,0,2,2,10,0.0,7253,0,0,0.0,1.0,0.583333333,0.0,12,0,0,0,0,1,0,943419,0,3,1,3,0.0,0.0,3.0,17,1,0.0,0,0,0.0,1
0,0,3,2,30,0.0,190,0,0,0.0,0.0,0.0,0.133333333,0,1,1,0,0,1,0,0,0,6,1,9,0.0,0.0,8.0,39,2,0.102564103,0,0,0.0,1
0,0,3,2,14,0.7,5737,0,0,25.0,0.3,0.0,0.0,40,0,0,1,0,0,0,315377,0,3,0,7,0.0,0.0,5.0,23,3,0.0,4,0,28.57142857,0
0,8,4,1,24,0.59375,2770,0,0,37.5,0.40625,0.0,0.0,32,1,0,0,0,1,0,313591,0,20,0,20,6.5,0.076923077,20.0,47,4,0.0,1,0,81.25,0
0,0,3,2,14,0.853658537,5731,0,0,90.90909091,0.146341463,0.4166666670000001,0.0,164,0,0,1,0,0,0,10466422,0,3,0,7,0.0,0.0,5.0,23,3,0.0,3,0,16.0,0
0,0,3,2,22,0.711627907,1813,0,0,0.0,0.288372093,0.032258065,0.045454545,215,0,0,1,0,1,0,5357492,0,3,0,14,0.0,0.032258065,8.5,31,2,0.032258065,3,0,37.5,0
0,7,5,2,13,0.0,1613,0,0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,2,3,1,7,4.8,0.0,4.5,49,0,0.0,0,0,0.0,1
0,6,5,3,17,0.934782609,9958,0,0,92.59259259,0.065217391,0.047619048,0.0,322,0,0,1,0,0,0,18466,0,3,0,9,5.0,0.0,6.0,48,5,0.0,3,0,9.523809524,0
0,0,2,2,21,0.115384615,7298,1,0,46.15384615,0.884615385,0.0072463769999999,0.0,156,0,0,0,0,1,0,0,0,3,0,8,0.0,0.0,5.0,28,5,0.0,0,0,3.875968992,0
0,12,3,3,14,0.716981132,11046,0,0,90.0,0.283018868,0.333333333,0.0,53,0,0,0,0,0,0,545,0,4,0,12,6.0,0.066666667,4.5,63,6,0.079365079,0,0,27.77777778,0
0,0,2,2,19,0.0,2571,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,508220,0,12,0,12,0.0,0.0,12.0,26,1,0.0,1,0,0.0,0
0,15,4,4,42,1.0,4003,0,1,100.0,0.0,0.0,0.0,4,0,0,0,0,1,0,5816617,0,3,1,15,8.5,0.0,8.75,68,0,0.161764706,2,1,100.0,1
1,17,5,4,50,1.0,3993,0,1,100.0,0.0,0.0,0.0,51,1,0,0,0,1,3,5707171,0,3,1,17,7.375,0.0,8.4,128,0,0.140625,2,1,100.0,1
0,8,4,2,15,0.8275862070000001,1867,0,0,72.72727273,0.172413793,0.0,0.0,29,0,0,1,0,1,0,4484170,0,3,1,8,6.0,0.0,5.0,57,4,0.0,3,0,0.0,0
1,15,8,4,38,1.0,3157,0,0,100.0,0.0,0.0,0.0,1,0,1,0,0,1,2,0,2,3,1,16,5.529411765,0.0,7.75,158,1,0.006329114,4,0,0.0,1
0,0,2,2,11,1.0,-1,0,0,100.0,0.0,0.0,0.090909091,18,0,0,0,0,0,0,2357443,0,4,0,4,0.0,0.0,4.0,18,3,0.055555556,0,0,100.0,0
0,0,2,2,31,0.071428571,7295,0,0,0.0,0.928571429,0.846153846,0.0,14,0,0,0,0,1,0,0,0,8,1,18,0.0,0.615384615,13.0,38,5,0.0,0,0,14.28571429,1
0,17,4,2,33,0.932038835,6831,0,0,81.81818182,0.067961165,0.285714286,0.03030303,103,0,0,1,0,1,0,0,0,3,1,17,17.0,0.0,6.5,59,0,0.033898305,3,0,0.0,1
0,0,3,2,20,0.876470588,-1,0,0,84.375,0.1235294119999999,0.0,0.0,170,0,0,1,0,1,0,60221,0,3,0,13,0.0,0.0,8.0,29,4,0.0,3,0,83.78378378,0
0,10,4,2,21,0.628571429,7618,0,0,47.36842105,0.371428571,0.076923077,0.0,70,0,0,0,0,1,0,2192,0,6,0,10,7.4,0.0384615379999999,8.0,70,5,0.0,1,0,76.0,0
0,10,3,2,27,0.972972973,6989,0,0,100.0,0.027027027,0.333333333,0.0,111,0,0,1,0,1,0,2203390,0,3,0,19,10.0,0.0,11.0,46,4,0.0,3,0,90.0,0
0,32,4,2,20,0.0,3157,0,1,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,3,1,32,32.0,0.0,8.0,61,1,0.442622951,5,0,0.0,1
1,35,7,2,33,0.115384615,8019,0,0,7.692307692000001,0.884615385,0.0,0.0,26,1,0,0,0,1,1,0,0,2,1,35,7.5,0.086956522,9.0,129,4,0.03875969,1,1,0.0,1
0,0,3,4,38,0.19047619,5614,0,0,0.0,0.80952381,0.176470588,0.0,21,0,0,0,0,1,0,0,0,1,1,7,0.0,0.0,4.833333333,47,5,0.0,3,0,25.0,1
