abnormal_subdomain,longest_word_path,domain_in_title,web_traffic,google_index,char_repeat,length_url,domain_age,nb_www,ratio_intHyperlinks,nb_extCSS,nb_eq,longest_words_raw,domain_in_brand,tld_in_subdomain,length_hostname,links_in_tags,nb_dots,avg_word_host,avg_word_path,domain_with_copyright,ratio_extErrors,nb_hyperlinks,empty_title,page_rank,phish_hints,login_form,right_clic,safe_anchor,nb_slash,ip,external_favicon,prefix_suffix,ratio_extHyperlinks,onmouseover,suspecious_tld,nb_qm,shortest_word_host,iframe,ratio_digits_url,ratio_digits_host,ratio_extRedirection,status
0,0,1,898859,0,3,23,2166,1,0.794117647,0,0,7,0,0,15,86.66666667,2,5.0,0.0,0,0.0,34,0,2,0,0,0,28.57142857,3,0,0,0,0.205882353,0,0,0,3,0,0.0,0.0,0.0,0
0,17,1,0,1,1,63,5627,0,0.19047619,1,0,17,0,0,29,0.0,5,5.5,7.666666667,1,0.0,21,0,5,0,0,0,25.0,3,0,1,0,0.80952381,0,0,0,1,0,0.015873016,0.034482759,0.294117647,1
0,0,1,2839278,0,3,26,5029,1,0.0,0,0,10,0,0,18,0.0,2,6.5,0.0,0,0.0,14,0,3,0,0,0,0.0,3,0,1,0,1.0,0,0,0,3,0,0.0,0.0,0.285714286,0
0,0,1,149650,0,3,40,2328,1,0.942528736,0,0,24,0,0,32,100.0,2,13.5,0.0,0,0.2,87,0,3,0,1,0,0.0,3,0,0,0,0.057471264,0,0,0,3,0,0.0,0.0,0.6,0
0,12,1,0,1,0,64,-1,0,0.2,2,0,12,0,0,17,0.0,2,6.5,6.6,1,0.041666667,30,0,0,1,0,0,0.0,7,0,1,1,0.8,1,0,0,3,0,0.0,0.0,0.125,1
0,0,1,2122361,0,4,20,4193,1,0.983974359,0,0,3,0,0,12,100.0,2,2.333333333,0.0,1,0.0,312,0,1,0,0,0,60.0,3,0,0,1,0.016025641,0,0,0,2,0,0.0,0.0,0.6,0
0,8,1,17569,1,1,54,2132,0,0.428571429,3,0,10,0,0,31,16.66666667,2,8.333333332999999,6.5,1,0.0,56,0,4,0,0,0,71.42857143,4,0,1,1,0.571428571,0,0,0,7,0,0.037037037,0.0,0.0,0
0,12,1,154327,1,3,76,10127,1,0.846153846,0,0,12,0,0,12,71.42857143,3,3.5,7.0,1,0.0,52,0,6,0,0,0,83.33333333,5,0,0,0,0.153846154,0,0,0,3,0,0.078947368,0.0,0.0,0
0,10,0,685,0,3,43,9200,1,0.762711864,0,0,10,0,0,18,90.47619048,2,6.5,8.0,0,0.0,118,0,6,0,0,0,19.35483871,4,0,0,0,0.237288136,0,0,0,3,0,0.0,0.0,0.357142857,0
0,6,1,0,1,3,53,-1,1,0.5625,1,0,6,0,0,17,60.0,3,4.0,3.833333333,1,0.571428571,16,0,0,1,0,0,100.0,6,0,1,1,0.4375,0,0,0,3,0,0.0,0.0,0.0,1
0,0,1,0,1,0,49,7296,0,0.125,0,0,27,1,0,40,0.0,2,17.5,0.0,1,0.0,8,0,5,0,0,0,33.33333333,3,0,1,0,0.875,0,0,0,8,0,0.0,0.0,0.285714286,1
0,9,1,2047297,0,5,59,1967,1,0.791666667,0,0,11,0,0,19,87.5,2,7.0,5.4,1,0.2,24,0,3,0,0,0,90.90909091,4,0,0,0,0.208333333,0,0,0,3,0,0.06779661,0.0,0.2,0
0,0,1,0,1,0,26,7407,0,0.947368421,0,0,7,0,0,18,100.0,2,6.5,0.0,1,0.0,114,0,2,0,0,0,60.0,3,0,0,0,0.052631579,0,0,0,6,0,0.0,0.0,0.0,1
0,17,1,0,1,1,75,5627,0,0.19047619,1,0,17,0,0,42,0.0,5,5.5,7.666666667,1,0.0,21,0,5,0,0,0,25.0,3,0,1,0,0.80952381,0,0,0,1,0,0.013333333,0.023809524,0.294117647,1
0,0,1,217264,0,1,30,8527,0,0.776978417,1,0,12,0,0,22,87.5,2,8.5,0.0,1,0.4838709679999999,139,0,3,0,0,0,66.66666667,2,0,1,0,0.223021583,0,0,0,5,0,0.0,0.0,0.096774194,0
0,0,1,1440134,0,3,26,1838,1,0.808510638,2,0,10,0,0,18,14.28571429,2,6.5,0.0,1,0.074074074,141,0,4,0,0,0,82.92682927,3,0,1,0,0.191489362,0,0,0,3,0,0.0,0.0,0.037037037,0
0,15,1,5816617,1,6,81,4003,1,1.0,0,0,15,0,1,54,100.0,5,7.5,8.5,0,0.0,4,0,0,0,0,0,100.0,5,1,0,1,0.0,0,0,0,3,0,0.148148148,0.0,0.0,1
0,0,0,679154,0,3,26,163,1,0.893401015,2,0,10,0,0,17,66.66666667,2,6.5,0.0,1,0.095238095,197,0,4,0,0,0,40.0,3,0,1,0,0.106598985,0,0,0,3,0,0.0,0.0,0.19047619,0
0,4,1,0,0,3,38,7736,1,0.944444444,0,0,12,0,0,20,60.0,3,7.5,4.0,1,0.0,54,0,2,0,0,0,50.0,3,0,0,0,0.055555556,0,0,0,3,0,0.0,0.0,0.0,0
0,2,1,5487783,1,3,33,2232,1,0.935643564,0,0,7,0,0,21,87.5,2,5.0,2.0,1,0.230769231,202,0,4,0,1,0,18.18181818,4,0,1,1,0.064356436,0,0,0,3,0,0.0,0.0,0.0,0
0,8,0,2307,1,0,28,6752,0,0.8,0,0,8,0,0,11,100.0,1,7.0,8.0,0,0.0,5,0,8,0,0,0,0.0,3,0,0,0,0.2,0,0,0,7,0,0.035714286,0.0,0.0,1
0,8,1,9281332,0,3,50,-1,1,0.133333333,0,0,8,0,0,18,100.0,2,4.0,5.0,1,0.115384615,30,0,4,0,1,0,18.18181818,5,0,0,1,0.8666666670000001,0,0,0,3,0,0.0,0.0,0.307692308,0
0,8,1,98797,0,4,59,-1,1,0.8526315790000001,1,0,15,0,0,23,0.0,3,9.0,4.8,1,0.428571429,95,0,4,0,0,0,0.0,5,0,1,0,0.147368421,0,0,0,3,0,0.06779661,0.0,0.0,0
0,6,1,0,1,4,44,5613,0,0.6315789470000001,1,0,8,0,0,25,33.33333333,5,4.5,5.0,1,0.0,19,0,5,0,0,0,100.0,3,0,0,0,0.3684210529999999,0,0,0,1,0,0.0681818179999999,0.0,0.0,1
0,15,1,5697976,1,3,76,3992,0,1.0,0,0,15,0,1,50,100.0,4,8.4,8.5,1,0.0,51,0,0,0,0,0,100.0,4,1,0,1,0.0,0,0,0,3,0,0.105263158,0.0,0.0,1
0,4,1,0,1,4,39,2,0,0.5555555560000001,0,0,7,0,0,19,50.0,2,6.5,4.0,0,0.0,18,0,0,0,0,0,25.0,4,0,0,0,0.444444444,0,1,0,6,0,0.205128205,0.0,0.625,1
0,6,1,396309,0,7,58,4824,1,0.683760684,0,0,19,0,0,27,88.46153846,3,11.0,5.0,1,0.243243243,117,0,4,0,1,0,45.23809524,3,0,0,0,0.316239316,0,0,0,3,0,0.0,0.0,0.324324324,0
0,0,1,288962,0,3,34,2054,1,0.951219512,0,0,12,0,0,26,50.0,2,6.666666667,0.0,1,0.0,82,0,3,0,0,0,33.33333333,3,0,0,1,0.048780488,0,0,0,3,0,0.0,0.0,0.0,0
0,18,1,2264501,1,2,81,4505,0,0.857142857,0,0,18,0,0,20,0.0,2,16.0,8.0,1,0.0,14,0,3,2,0,0,100.0,7,0,0,0,0.142857143,0,0,0,16,0,0.0,0.0,0.0,1
0,0,1,8916361,0,3,26,2971,1,0.945169713,3,0,5,0,0,18,47.36842105,2,4.333333333,0.0,1,0.0,383,0,1,0,0,0,0.0,3,0,1,1,0.054830287,0,0,0,3,0,0.0,0.0,0.19047619,0
0,13,1,632751,1,0,47,2521,0,0.0,0,0,13,0,0,7,0.0,1,4.0,5.4,0,0.0,0,0,7,0,0,0,0.0,4,0,0,0,0.0,0,0,0,4,0,0.063829787,0.142857143,0.0,1
0,0,1,0,1,4,22,1,0,0.0,0,0,7,0,0,14,0.0,2,4.5,0.0,0,0.0,0,1,0,0,0,0,0.0,3,0,0,0,0.0,0,0,0,2,0,0.0,0.0,0.0,1
0,11,0,2,0,3,43,5638,1,0.557692308,0,1,11,1,0,15,65.21739129999999,2,5.0,5.666666667,1,0.0,52,0,10,0,0,0,0.0,3,0,1,0,0.442307692,0,0,1,3,0,0.0,0.0,0.0,0
0,6,1,3864418,1,0,45,-1,0,1.0,0,0,6,0,0,10,100.0,1,5.0,4.6,1,0.0,28,0,4,1,0,0,100.0,7,0,0,0,0.0,0,0,0,5,0,0.0,0.0,0.0,1
0,0,1,0,0,0,16,921,0,0.855263158,0,0,4,0,0,7,87.5,1,4.0,0.0,1,0.0,76,0,1,0,0,0,44.44444444,3,0,1,0,0.144736842,0,0,0,4,0,0.0,0.0,0.0,0
0,8,1,0,1,1,148,1,0,0.857142857,0,0,18,0,0,31,100.0,2,13.0,4.19047619,0,0.0,7,0,0,0,0,0,0.0,5,0,0,1,0.142857143,0,0,0,8,0,0.108108108,0.0,1.0,1
0,10,0,8,0,4,35,8516,1,0.377483444,12,0,10,1,0,16,22.22222222,2,5.5,10.0,0,0.0,151,0,10,0,0,0,100.0,3,0,1,0,0.622516556,0,0,0,3,0,0.0,0.0,0.0,0
0,10,0,10724,0,4,60,7519,1,0.820689655,3,0,18,0,0,26,30.76923077,3,10.5,8.0,1,0.230769231,145,0,5,0,0,0,60.0,4,0,1,0,0.179310345,0,0,0,3,0,0.0,0.0,0.0384615379999999,0
0,0,1,0,0,3,32,-1,1,0.979423868,0,0,16,0,0,23,76.92307692,2,9.5,0.0,0,0.0,243,0,2,0,0,0,33.33333333,3,0,0,0,0.020576132,0,0,0,3,0,0.0,0.0,0.0,0
0,0,1,341948,1,1,37,1950,0,0.0,1,0,13,0,0,29,0.0,2,12.0,0.0,0,0.319148936,47,0,1,1,0,0,0.0,3,0,1,0,1.0,0,0,0,11,0,0.054054054,0.068965517,0.0,1
0,7,1,0,1,1,43,5615,0,0.19047619,1,0,7,0,0,24,0.0,4,4.25,4.5,1,0.0,21,0,5,2,0,0,25.0,3,0,1,0,0.80952381,0,0,0,1,0,0.046511628,0.083333333,0.176470588,1
0,7,1,0,1,0,40,1527,0,0.6,0,0,15,0,0,24,0.0,2,9.5,7.0,1,0.5,5,0,0,0,0,0,0.0,4,0,0,0,0.4,0,0,0,4,0,0.0,0.0,0.0,1
0,0,1,3862928,0,3,30,3952,1,0.97826087,0,0,13,0,0,21,100.0,2,8.0,0.0,1,0.0,92,0,4,1,0,0,0.0,3,0,0,0,0.02173913,0,0,0,3,0,0.0,0.0,0.5,0
0,10,0,72,0,2,86,9803,0,0.969512195,1,0,10,0,0,15,90.90909091,3,5.0,4.818181818,0,0.0,492,0,8,0,0,0,50.0,8,0,1,0,0.030487805,0,0,0,3,0,0.093023256,0.0,0.2666666669999999,0
0,10,0,10631,0,4,58,7523,1,0.803030303,3,0,18,0,0,26,30.76923077,3,10.5,7.333333333,1,0.230769231,132,0,5,0,0,0,60.0,4,0,1,0,0.196969697,0,0,0,3,0,0.0,0.0,0.0384615379999999,0
0,13,1,0,1,8,105,4609,0,0.333333333,0,1,14,0,0,17,50.0,4,14.0,4.785714286,0,0.0,6,0,3,4,0,0,0.0,9,0,1,1,0.666666667,0,0,1,14,0,0.0,0.0,0.0,1
0,32,1,0,1,3,116,8019,0,0.090909091,0,1,32,0,0,26,9.090909091,3,10.5,10.57142857,0,0.1,11,1,4,0,0,0,0.0,5,0,0,0,0.909090909,0,0,1,10,0,0.068965517,0.0,0.0,1
0,12,1,22053,0,4,92,8523,1,0.0,0,0,12,0,0,14,0.0,3,4.5,5.454545455,1,0.0,0,1,4,1,0,0,0.0,7,1,0,0,0.0,0,0,0,3,0,0.27173913,0.0,0.0,0
0,32,1,0,1,3,68,4,0,0.0,0,0,32,0,0,16,0.0,1,12.0,10.0,0,0.0,1,1,0,0,0,0,0.0,6,1,0,1,1.0,0,0,0,12,0,0.367647059,0.0,0.0,1
0,5,1,0,1,2,30,-1,0,0.913043478,0,0,7,0,0,15,91.66666667,1,5.0,5.0,1,0.0,184,0,0,0,0,0,46.15384615,4,0,0,1,0.086956522,0,0,0,3,0,0.033333333,0.066666667,0.625,1
1,0,1,0,1,0,46,317,0,0.666666667,0,0,19,0,0,38,33.33333333,2,16.0,0.0,1,0.0,21,0,0,0,0,0,0.0,3,0,0,0,0.333333333,0,1,0,13,0,0.065217391,0.078947368,0.0,1
0,0,0,379676,1,0,27,1204,0,0.810810811,1,0,11,0,0,14,70.0,1,11.0,0.0,1,0.0,37,0,3,0,0,0,90.0,3,0,1,0,0.1891891889999999,0,0,0,11,0,0.111111111,0.0,0.428571429,0
0,4,1,0,1,5,36,716,1,0.0,0,0,12,0,0,20,0.0,3,7.5,3.0,0,0.0,0,1,4,0,0,0,0.0,3,0,0,0,0.0,0,0,0,3,0,0.0,0.0,0.0,1
0,10,1,0,1,6,66,-1,1,0.6,0,0,10,0,0,25,0.0,2,6.666666667,7.25,0,0.0,5,0,0,0,0,0,50.0,6,0,0,1,0.4,0,0,0,3,0,0.0,0.0,0.0,1
0,12,0,0,0,12,118,7287,0,0.375,1,0,15,0,0,27,40.0,3,11.0,7.4,1,0.0,8,0,4,0,0,0,0.0,5,1,1,0,0.625,0,0,0,7,0,0.0762711859999999,0.0,0.0,0
0,8,1,457648,0,4,49,5407,1,0.4166666670000001,0,0,11,0,0,19,0.0,3,7.0,4.75,1,0.0,12,0,4,0,0,0,66.66666667,4,0,0,0,0.583333333,0,0,0,3,0,0.0,0.0,0.142857143,0
0,0,1,9482009,0,0,33,3153,0,0.86,0,0,11,0,0,25,77.77777778,2,10.0,0.0,0,0.0,50,0,3,0,0,0,0.0,3,0,0,0,0.14,0,0,0,9,0,0.0,0.0,0.0,0
0,143,1,0,1,17,406,3815,0,0.25,0,1,143,0,0,26,0.0,2,10.5,36.3,1,0.0,4,0,0,0,0,0,0.0,4,0,1,0,0.75,0,0,1,3,0,0.169950739,0.0384615379999999,1.0,1
0,13,1,148445,0,6,54,9293,1,0.977433004,2,1,13,0,0,17,79.31034483,3,6.0,6.5,0,0.0,709,0,5,0,0,0,86.66666667,3,1,1,0,0.022566996,0,0,1,3,0,0.240740741,0.0,0.5,0
0,0,1,3612,1,1,32,8093,0,0.428571429,0,0,8,0,0,24,0.0,3,4.25,0.0,1,0.0,21,0,4,0,0,0,0.0,3,1,0,1,0.571428571,0,0,0,3,0,0.125,0.166666667,0.75,1
0,8,0,0,0,4,48,1762,1,0.82,1,2,10,0,0,18,75.0,2,6.5,2.285714286,0,0.0,50,0,0,0,0,0,75.0,4,0,1,0,0.18,0,0,2,3,0,0.083333333,0.0,0.111111111,1
0,9,1,171134,0,3,74,-1,1,0.0,0,1,14,0,0,22,0.0,3,8.5,6.5,1,0.0,0,1,5,0,0,0,0.0,5,0,0,0,0.0,0,0,1,3,0,0.067567568,0.0,0.0,0
0,24,1,3822,0,3,65,6697,0,0.614795918,2,0,24,0,0,17,58.33333333,2,6.0,9.0,1,0.013245033,392,0,7,0,0,0,0.0,5,1,1,1,0.385204082,0,0,0,2,0,0.292307692,0.0,0.066225166,0
0,24,1,3816,0,1,72,6697,0,0.597647059,2,0,24,0,0,17,58.33333333,2,6.0,8.4,1,0.005847953,425,0,7,0,0,0,0.0,5,1,1,0,0.402352941,0,0,0,2,0,0.194444444,0.0,0.052631579,0
0,12,0,968408,0,3,47,7452,1,1.0,0,0,12,0,0,14,100.0,3,4.5,7.666666667,0,0.0,94,0,3,0,0,0,100.0,4,0,0,0,0.0,0,0,0,3,0,0.0,0.0,0.0,0
0,0,0,544676,0,4,24,7364,1,0.987220447,0,0,8,0,0,15,93.75,2,5.5,0.0,1,0.0,313,0,4,0,0,0,0.0,3,0,0,0,0.012779553,0,0,0,3,0,0.0,0.0,0.25,0
0,0,0,15858,0,0,15,-1,0,0.957446809,0,0,4,0,0,7,100.0,1,4.0,0.0,0,0.5,47,0,4,0,1,0,100.0,3,0,0,0,0.042553191,0,0,0,4,0,0.0,0.0,0.5,0
0,7,0,453,0,4,59,6074,1,0.5,0,0,9,0,0,17,69.23076923,2,6.0,4.833333333,1,0.131578947,76,0,6,2,0,0,22.22222222,4,0,1,0,0.5,0,0,0,3,0,0.13559322,0.0,0.026315789,0
0,8,1,1,0,1,39,8348,0,0.7435897440000001,1,0,8,1,0,16,50.0,2,5.5,6.0,1,0.0,39,0,10,2,0,0,33.33333333,5,0,1,0,0.256410256,0,0,0,5,0,0.0,0.0,0.4,1
0,12,1,22056,0,3,55,8571,1,0.626865672,0,0,14,0,0,22,100.0,2,8.5,7.666666667,1,0.84,67,0,5,0,0,0,7.692307692000001,3,0,0,0,0.3731343279999999,0,0,0,3,0,0.0,0.0,0.0,0
0,5,1,0,1,4,40,5088,1,0.297297297,0,0,10,0,0,18,61.53846154,3,6.5,4.0,0,0.0,74,0,0,0,0,0,10.25641026,4,0,1,0,0.7027027029999999,0,0,0,3,0,0.025,0.0,0.076923077,1
0,8,1,0,1,3,51,3403,1,1.0,0,0,14,0,0,22,100.0,2,8.5,4.25,0,0.0,4,0,1,2,0,0,100.0,6,0,0,1,0.0,0,0,0,3,0,0.0,0.0,0.0,1
0,0,1,0,1,1,31,245,0,0.0,0,0,14,0,0,24,0.0,2,9.0,0.0,0,0.0,0,1,0,0,0,0,0.0,2,0,0,0,0.0,0,1,0,4,0,0.0,0.0,0.0,1
0,0,1,0,1,4,30,269,1,0.960784314,0,0,15,0,0,22,100.0,2,9.0,0.0,0,0.0,51,0,2,0,0,0,0.0,3,0,0,0,0.039215686,0,0,0,3,0,0.0,0.0,0.0,0
0,4,1,0,1,1,48,7297,0,0.138888889,2,0,8,1,0,20,10.0,3,7.5,3.0,1,0.0,36,0,5,0,1,0,12.5,5,0,1,0,0.8611111109999999,0,0,0,7,0,0.166666667,0.0,0.129032258,1
0,0,1,232843,0,3,22,2486,1,0.538461538,1,0,6,0,0,13,60.0,2,4.5,0.0,1,0.0,13,0,2,0,0,0,100.0,3,0,1,0,0.461538462,0,0,0,3,0,0.0,0.0,0.0,0
0,0,1,0,0,1,40,5231,0,0.96875,0,0,20,0,0,31,90.90909091,2,13.0,0.0,0,0.0,32,0,7,0,0,0,100.0,3,0,0,0,0.03125,0,0,0,6,0,0.0,0.0,0.0,0
0,10,0,1294,0,4,63,5509,1,0.957446809,0,0,13,0,0,21,100.0,2,8.0,5.8,1,0.0,188,0,7,0,0,0,20.0,5,0,0,0,0.042553191,0,0,0,3,0,0.0,0.0,0.75,0
0,18,0,10684284,1,4,55,8199,1,0.709677419,1,0,18,0,0,14,50.0,2,4.5,10.33333333,0,0.222222222,31,0,3,0,0,0,66.66666667,3,0,1,0,0.290322581,0,0,0,3,0,0.0,0.0,0.0,0
0,4,1,373319,0,4,36,8741,1,0.716666667,0,0,7,0,0,15,50.0,3,5.0,3.666666667,1,0.647058824,60,0,4,0,0,0,86.20689655,3,0,0,0,0.283333333,0,0,0,3,0,0.0,0.0,0.0,0
0,5,1,0,1,0,44,308,0,0.9,0,0,7,0,0,13,100.0,3,7.0,3.6,0,1.0,10,0,0,0,0,0,0.0,6,0,0,0,0.1,0,0,0,7,0,0.0,0.0,0.0,1
0,8,1,0,1,1,58,-2,0,1.0,0,0,16,0,0,29,100.0,1,12.5,4.5,0,0.0,9,0,0,2,0,0,0.0,5,0,0,1,0.0,0,0,0,9,0,0.0,0.0,0.0,1
0,9,1,41,0,1,73,6056,0,0.432786885,2,0,13,1,0,17,20.0,1,13.0,7.166666667,1,0.0,305,0,8,0,0,0,18.07909605,5,1,1,0,0.567213115,0,0,0,13,0,0.095890411,0.0,0.138728324,0
0,0,1,9161487,0,0,20,-1,0,0.0,0,0,6,0,0,13,0.0,2,6.0,0.0,0,0.0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,6,0,0.0,0.0,0.0,0
0,0,1,127823,0,0,30,-1,0,0.933333333,0,0,18,0,0,21,92.85714286,1,18.0,0.0,1,0.0,120,0,3,0,0,0,40.0,3,0,0,0,0.066666667,0,0,0,18,0,0.0,0.0,0.25,0
0,13,0,12,1,1,43,7133,0,0.916382253,0,0,13,1,0,16,100.0,2,5.5,8.5,1,0.0,586,0,7,0,0,0,66.89189189,4,0,0,0,0.083617747,0,0,0,2,0,0.0,0.0,0.1836734689999999,0
0,11,1,134401,1,0,24,-1,0,0.0,0,0,11,0,0,5,0.0,1,2.0,11.0,0,0.0,0,1,5,0,0,0,0.0,3,0,0,0,0.0,0,0,0,2,0,0.083333333,0.0,0.0,1
0,7,0,1280742,1,4,44,5659,1,0.905797101,0,0,17,0,0,25,96.77419355,3,10.0,5.0,1,0.0,138,0,3,0,0,0,41.17647059,3,0,0,0,0.094202899,0,0,0,3,0,0.0,0.0,0.076923077,0
0,11,1,0,1,1,73,205,0,1.0,0,1,18,0,0,25,100.0,3,18.0,6.6,1,0.0,5,0,0,0,0,0,0.0,5,0,0,0,0.0,0,0,1,18,0,0.0,0.0,0.0,1
0,7,1,0,1,0,58,2931,0,0.0,0,1,14,0,0,18,0.0,2,14.0,5.4,0,0.0,0,1,1,0,0,0,0.0,4,0,0,0,0.0,0,0,1,14,0,0.0,0.0,0.0,1
0,12,1,0,1,1,123,4379,0,0.7840909090000001,3,3,12,0,0,14,84.0,2,11.0,5.8,1,0.0,88,0,0,0,0,0,65.38461538,7,0,1,0,0.215909091,0,0,1,11,0,0.0,0.0,0.3684210529999999,1
0,12,0,40939,0,0,41,6633,0,0.967592593,0,0,12,0,0,14,95.77464789,1,10.0,9.0,0,0.428571429,216,0,4,0,0,0,98.7012987,4,0,1,0,0.032407407,0,0,0,10,0,0.0,0.0,0.285714286,0
0,0,0,101873,0,3,19,-1,1,0.938110749,0,0,3,0,0,10,91.66666667,2,3.0,0.0,1,0.0,307,0,2,0,0,0,25.0,3,0,1,0,0.061889251,0,0,0,3,0,0.0,0.0,0.1578947369999999,0
0,0,1,0,0,1,40,7296,0,0.2477064219999999,3,0,19,1,0,32,0.0,2,13.5,0.0,1,0.024390244,109,0,5,0,1,0,26.86567164,3,0,1,0,0.752293578,0,0,0,8,0,0.0,0.0,0.414634146,0
0,12,1,15873,1,23,180,2188,0,0.96,0,4,29,0,0,41,100.0,3,12.0,7.0625,0,0.0,25,0,5,2,1,0,0.0,8,1,0,1,0.04,0,0,3,2,0,0.05,0.0,1.0,1
0,10,1,2188,0,0,65,7615,0,0.5542168670000001,1,0,20,0,0,35,52.94117647,2,15.0,6.666666667,0,0.081081081,83,0,5,0,0,0,58.33333333,4,0,1,0,0.4457831329999999,0,0,0,10,0,0.0,0.0,0.054054054,0
0,16,0,6136,0,4,91,9310,1,0.951219512,0,0,16,0,0,17,87.5,2,6.0,8.428571429,1,0.0,41,0,5,1,0,0,66.66666667,4,1,0,1,0.048780488,0,0,0,3,0,0.087912088,0.0,0.0,0
0,7,1,0,1,5,51,4,0,0.852320675,2,1,14,0,0,23,88.23529412,2,8.0,4.0,1,0.028571429,237,0,0,0,0,0,84.32432432,4,0,1,1,0.147679325,0,0,1,2,0,0.0,0.0,0.114285714,1
0,0,1,0,1,0,28,7295,0,0.071428571,0,0,8,1,0,21,0.0,2,8.0,0.0,0,0.615384615,14,0,5,0,0,0,14.28571429,2,0,1,0,0.928571429,0,0,0,8,0,0.0,0.0,0.846153846,1
0,12,0,1571,0,5,60,-1,1,0.969111969,0,0,12,0,0,17,100.0,3,3.666666667,8.0,0,0.0,259,0,6,1,0,0,33.33333333,4,0,0,0,0.030888031,0,0,0,3,0,0.0,0.0,1.0,0
0,10,0,4171,0,4,76,5304,1,0.975535168,0,0,13,0,0,21,88.23529412,5,8.0,4.875,0,0.0,981,0,5,0,0,0,12.0,3,0,0,0,0.024464832,0,0,0,3,0,0.052631579,0.0,0.4166666670000001,0
0,13,1,704437,0,4,69,8142,1,0.0,0,0,13,0,0,19,0.0,4,4.666666667,6.166666667,1,0.0,0,1,3,0,0,0,0.0,4,0,0,0,0.0,0,0,0,3,0,0.028985507,0.0,0.0,0
0,0,1,16063,1,0,49,2191,0,0.0,0,1,9,0,0,28,0.0,2,7.666666667,0.0,0,0.090909091,11,0,5,0,1,0,0.0,2,0,1,0,1.0,0,0,1,5,0,0.0,0.0,0.0,1
0,5,1,126063,0,3,35,5572,1,1.0,0,0,5,0,0,13,100.0,3,4.0,4.0,1,0.0,31,0,5,0,0,0,0.0,3,0,0,0,0.0,0,0,0,3,0,0.0,0.0,0.0,0
0,0,0,0,0,3,24,-1,1,0.968,0,0,6,0,0,16,100.0,3,4.5,0.0,0,0.25,125,0,2,0,0,0,50.0,3,0,0,0,0.032,0,0,0,3,0,0.0,0.0,0.75,0
0,0,0,169074,0,3,19,-1,1,0.9875,0,0,3,0,0,10,100.0,2,3.0,0.0,1,0.0,160,0,4,0,0,0,33.33333333,3,0,0,0,0.0125,0,0,0,3,0,0.0,0.0,0.0,0
0,17,1,5707171,1,2,127,3992,0,1.0,0,3,17,0,1,50,100.0,4,8.4,7.375,1,0.0,51,0,0,0,0,0,100.0,5,1,0,1,0.0,0,0,1,3,0,0.141732283,0.0,0.0,1
0,34,1,0,1,12,239,8018,0,0.736842105,0,3,34,0,0,26,44.44444444,3,10.5,10.27777778,0,0.0,19,0,4,0,0,0,100.0,5,1,0,0,0.263157895,0,0,1,10,0,0.230125523,0.0,0.0,1
0,0,0,488821,0,3,22,4049,1,0.975,0,0,7,0,0,14,100.0,2,5.0,0.0,0,0.0,40,0,3,0,0,0,100.0,3,0,0,0,0.025,0,0,0,3,0,0.0,0.0,0.0,0
0,17,1,0,1,4,165,3064,1,1.0,0,0,17,0,0,23,100.0,6,7.5,8.642857142999999,0,0.0,4,0,1,3,0,0,100.0,9,1,0,1,0.0,0,0,0,3,0,0.078787879,0.0,0.0,1
0,7,1,0,1,3,47,3208,0,0.864864865,0,0,9,0,0,13,50.0,1,9.0,5.5,1,0.0,37,0,0,3,0,0,85.71428571,6,0,1,1,0.135135135,0,0,0,9,0,0.0,0.0,0.8,1
0,0,1,1841877,0,4,32,3919,1,0.3727272729999999,0,0,16,0,0,24,55.55555556,2,9.5,0.0,0,0.028985507,110,0,4,0,0,0,21.62162162,3,0,1,0,0.627272727,0,0,0,3,0,0.0,0.0,0.2173913039999999,0
0,33,1,0,1,6,114,-1,0,0.0,0,0,42,0,0,68,0.0,6,10.0,11.66666667,0,0.0,0,1,0,0,0,0,0.0,5,1,0,1,0.0,0,0,0,2,0,0.5,0.441176471,0.0,1
0,8,0,116,0,5,43,6014,1,0.937046005,0,0,8,0,0,12,50.0,2,3.5,6.666666667,1,0.0,413,0,8,0,0,0,91.66666667,4,0,0,0,0.062953995,0,0,0,3,0,0.0,0.0,0.0,0
0,14,1,22145,1,0,29,-1,0,0.918367347,0,0,14,0,0,6,87.5,1,2.0,14.0,0,0.0,49,0,5,0,0,0,89.65517241,3,0,0,0,0.081632653,0,0,0,2,0,0.0,0.0,0.0,0
0,4,1,0,1,3,33,4698,0,0.846153846,0,0,10,0,0,14,60.0,1,10.0,4.0,0,0.0,13,0,0,0,0,0,0.0,5,0,0,0,0.153846154,0,0,0,10,0,0.0,0.0,0.0,1
0,14,1,105946,1,4,123,-1,0,0.909090909,0,2,14,0,0,23,100.0,9,6.0,4.4117647060000005,0,1.0,11,0,4,0,0,0,0.0,5,0,0,0,0.090909091,0,0,1,4,0,0.081300813,0.086956522,0.0,1
0,50,1,0,1,2,85,-1,0,0.0,0,0,50,0,0,18,0.0,4,4.333333333,19.0,0,0.0,0,1,0,0,0,0,0.0,4,1,0,0,0.0,0,0,0,3,0,0.329411765,0.0,0.0,1
0,2,1,0,1,2,45,1245,0,1.0,0,0,29,0,0,33,100.0,1,29.0,2.0,1,0.0,21,0,1,0,0,0,100.0,4,0,0,0,0.0,0,0,0,29,0,0.0,0.0,0.0,1
